1635724800000,61295.43000000
1635724860000,61296.60000000
1635724920000,61338.99000000
1635724980000,61245.11000000
1635725040000,61243.62000000
1635725100000,61310.94000000
1635725160000,61367.44000000
1635725220000,61349.51000000
1635725280000,61378.69000000
1635725340000,61389.99000000
1635725400000,61400.09000000
1635725460000,61448.39000000
1635725520000,61446.31000000
1635725580000,61470.25000000
1635725640000,61520.04000000
1635725700000,61494.92000000
1635725760000,61577.52000000
1635725820000,61576.98000000
1635725880000,61579.00000000
1635725940000,61644.16000000
1635726000000,61550.22000000
1635726060000,61562.00000000
1635726120000,61477.97000000
1635726180000,61524.49000000
1635726240000,61468.98000000
1635726300000,61550.93000000
1635726360000,61570.67000000
1635726420000,61570.02000000
1635726480000,61532.31000000
1635726540000,61500.15000000
1635726600000,61537.09000000
1635726660000,61535.45000000
1635726720000,61491.15000000
1635726780000,61488.82000000
1635726840000,61443.50000000
1635726900000,61477.26000000
1635726960000,61454.16000000
1635727020000,61475.46000000
1635727080000,61507.43000000
1635727140000,61509.85000000
1635727200000,61428.45000000
1635727260000,61397.24000000
1635727320000,61446.23000000
1635727380000,61387.83000000
1635727440000,61367.14000000
1635727500000,61374.59000000
1635727560000,61378.00000000
1635727620000,61399.99000000
1635727680000,61398.00000000
1635727740000,61413.99000000
1635727800000,61455.14000000
1635727860000,61487.66000000
1635727920000,61478.07000000
1635727980000,61486.08000000
1635728040000,61494.80000000
1635728100000,61520.69000000
1635728160000,61522.84000000
1635728220000,61461.19000000
1635728280000,61500.00000000
1635728340000,61560.49000000
1635728400000,61612.55000000
1635728460000,61642.69000000
1635728520000,61606.00000000
1635728580000,61635.09000000
1635728640000,61649.99000000
1635728700000,61639.02000000
1635728760000,61676.02000000
1635728820000,61680.00000000
1635728880000,61696.27000000
1635728940000,61680.73000000
1635729000000,61681.92000000
1635729060000,61691.25000000
1635729120000,61719.88000000
1635729180000,61703.17000000
1635729240000,61723.61000000
1635729300000,61724.47000000
1635729360000,61682.10000000
1635729420000,61656.81000000
1635729480000,61660.01000000
1635729540000,61664.66000000
1635729600000,61662.79000000
1635729660000,61658.50000000
1635729720000,61651.18000000
1635729780000,61632.00000000
1635729840000,61641.07000000
1635729900000,61665.12000000
1635729960000,61660.52000000
1635730020000,61639.77000000
1635730080000,61625.90000000
1635730140000,61622.81000000
1635730200000,61652.98000000
1635730260000,61595.00000000
1635730320000,61569.17000000
1635730380000,61518.57000000
1635730440000,61495.32000000
1635730500000,61476.22000000
1635730560000,61471.75000000
1635730620000,61464.39000000
1635730680000,61498.44000000
1635730740000,61453.52000000
1635730800000,61507.60000000
1635730860000,61453.53000000
1635730920000,61410.00000000
1635730980000,61356.42000000
1635731040000,61372.35000000
1635731100000,61391.97000000
1635731160000,61399.11000000
1635731220000,61355.81000000
1635731280000,61346.65000000
1635731340000,61380.26000000
1635731400000,61397.99000000
1635731460000,61406.91000000
1635731520000,61359.99000000
1635731580000,61373.12000000
1635731640000,61389.87000000
1635731700000,61418.16000000
1635731760000,61385.98000000
1635731820000,61353.00000000
1635731880000,61266.23000000
1635731940000,61293.26000000
1635732000000,61189.60000000
1635732060000,61242.11000000
1635732120000,61318.67000000
1635732180000,61345.61000000
1635732240000,61350.99000000
1635732300000,61385.56000000
1635732360000,61380.61000000
1635732420000,61381.99000000
1635732480000,61362.65000000
1635732540000,61311.87000000
1635732600000,61342.20000000
1635732660000,61300.16000000
1635732720000,61302.53000000
1635732780000,61266.24000000
1635732840000,61205.79000000
1635732900000,61272.96000000
1635732960000,61213.99000000
1635733020000,61121.29000000
1635733080000,60700.75000000
1635733140000,60537.45000000
1635733200000,60438.89000000
1635733260000,60280.31000000
1635733320000,60250.63000000
1635733380000,60199.00000000
1635733440000,60225.00000000
1635733500000,60336.90000000
1635733560000,60333.24000000
1635733620000,60135.44000000
1635733680000,60200.73000000
1635733740000,60226.19000000
1635733800000,60062.22000000
1635733860000,60194.48000000
1635733920000,60471.73000000
1635733980000,60352.28000000
1635734040000,60335.94000000
1635734100000,60442.19000000
1635734160000,60360.54000000
1635734220000,60395.42000000
1635734280000,60414.87000000
1635734340000,60453.80000000
1635734400000,60598.21000000
1635734460000,60607.01000000
1635734520000,60480.13000000
1635734580000,60426.46000000
1635734640000,60320.48000000
1635734700000,60307.99000000
1635734760000,60408.87000000
1635734820000,60410.60000000
1635734880000,60443.43000000
1635734940000,60390.16000000
1635735000000,60461.60000000
1635735060000,60459.00000000
1635735120000,60455.19000000
1635735180000,60495.66000000
1635735240000,60500.01000000
1635735300000,60488.90000000
1635735360000,60490.00000000
1635735420000,60516.78000000
1635735480000,60608.33000000
1635735540000,60547.00000000
1635735600000,60512.78000000
1635735660000,60533.42000000
1635735720000,60494.84000000
1635735780000,60434.40000000
1635735840000,60468.35000000
1635735900000,60589.32000000
1635735960000,60602.56000000
1635736020000,60599.99000000
1635736080000,60455.35000000
1635736140000,60442.73000000
