1635724800000,4290.45000000
1635724860000,4292.12000000
1635724920000,4292.09000000
1635724980000,4282.70000000
1635725040000,4289.74000000
1635725100000,4296.11000000
1635725160000,4301.44000000
1635725220000,4299.50000000
1635725280000,4302.46000000
1635725340000,4304.68000000
1635725400000,4303.41000000
1635725460000,4306.41000000
1635725520000,4309.78000000
1635725580000,4312.41000000
1635725640000,4310.69000000
1635725700000,4311.01000000
1635725760000,4315.04000000
1635725820000,4315.98000000
1635725880000,4316.41000000
1635725940000,4321.97000000
1635726000000,4315.24000000
1635726060000,4314.65000000
1635726120000,4310.48000000
1635726180000,4314.21000000
1635726240000,4311.62000000
1635726300000,4318.77000000
1635726360000,4320.51000000
1635726420000,4320.14000000
1635726480000,4317.88000000
1635726540000,4314.94000000
1635726600000,4316.20000000
1635726660000,4317.28000000
1635726720000,4315.00000000
1635726780000,4313.99000000
1635726840000,4310.07000000
1635726900000,4311.67000000
1635726960000,4310.01000000
1635727020000,4312.22000000
1635727080000,4314.48000000
1635727140000,4313.22000000
1635727200000,4306.07000000
1635727260000,4302.78000000
1635727320000,4306.67000000
1635727380000,4300.68000000
1635727440000,4300.48000000
1635727500000,4302.35000000
1635727560000,4301.87000000
1635727620000,4302.17000000
1635727680000,4302.15000000
1635727740000,4304.81000000
1635727800000,4306.80000000
1635727860000,4308.39000000
1635727920000,4307.68000000
1635727980000,4310.86000000
1635728040000,4314.24000000
1635728100000,4314.88000000
1635728160000,4316.25000000
1635728220000,4310.89000000
1635728280000,4314.25000000
1635728340000,4317.03000000
1635728400000,4321.94000000
1635728460000,4323.65000000
1635728520000,4316.87000000
1635728580000,4321.09000000
1635728640000,4322.80000000
1635728700000,4317.42000000
1635728760000,4321.95000000
1635728820000,4320.62000000
1635728880000,4320.61000000
1635728940000,4319.00000000
1635729000000,4317.58000000
1635729060000,4316.33000000
1635729120000,4319.78000000
1635729180000,4320.12000000
1635729240000,4320.04000000
1635729300000,4317.19000000
1635729360000,4313.51000000
1635729420000,4310.65000000
1635729480000,4312.90000000
1635729540000,4312.85000000
1635729600000,4310.35000000
1635729660000,4311.24000000
1635729720000,4312.04000000
1635729780000,4310.99000000
1635729840000,4309.74000000
1635729900000,4311.30000000
1635729960000,4313.27000000
1635730020000,4310.21000000
1635730080000,4309.83000000
1635730140000,4311.44000000
1635730200000,4309.99000000
1635730260000,4310.26000000
1635730320000,4309.15000000
1635730380000,4305.70000000
1635730440000,4308.75000000
1635730500000,4307.71000000
1635730560000,4304.71000000
1635730620000,4305.23000000
1635730680000,4307.22000000
1635730740000,4302.89000000
1635730800000,4304.28000000
1635730860000,4301.00000000
1635730920000,4299.01000000
1635730980000,4297.89000000
1635731040000,4297.82000000
1635731100000,4298.77000000
1635731160000,4300.97000000
1635731220000,4298.50000000
1635731280000,4296.29000000
1635731340000,4298.67000000
1635731400000,4298.72000000
1635731460000,4300.65000000
1635731520000,4296.42000000
1635731580000,4297.45000000
1635731640000,4297.10000000
1635731700000,4299.39000000
1635731760000,4297.98000000
1635731820000,4296.99000000
1635731880000,4294.36000000
1635731940000,4293.87000000
1635732000000,4292.74000000
1635732060000,4296.00000000
1635732120000,4300.30000000
1635732180000,4301.59000000
1635732240000,4305.00000000
1635732300000,4305.33000000
1635732360000,4304.06000000
1635732420000,4303.72000000
1635732480000,4302.58000000
1635732540000,4300.00000000
1635732600000,4303.79000000
1635732660000,4299.59000000
1635732720000,4299.44000000
1635732780000,4296.95000000
1635732840000,4295.00000000
1635732900000,4301.23000000
1635732960000,4297.65000000
1635733020000,4295.85000000
1635733080000,4283.43000000
1635733140000,4262.77000000
1635733200000,4254.02000000
1635733260000,4249.63000000
